email_id,Customer name_llm,Customer name_regex,Customer name_match,Car model_llm,Car model_regex,Car model_match,Pickup_llm,Pickup_regex,Pickup_match,Dropoff_llm,Dropoff_regex,Dropoff_match
renticop_reservation_267112,Diana Costa,Diana Costa,True,Seat Ibiza,Seat Ibiza,True,2026-01-29 16:45 (Lisbon Airport),2026-01-29 16:45 (Lisbon Airport),True,2026-02-07 09:30 (Gaia,2026-02-07 09:30 (Gaia Station),False
renticop_reservation_889216,Ana Garcia,Ana Garcia,True,Toyota Yaris,Toyota Yaris,True,2026-05-13 15:00 (Faro Airport),2026-05-13 15:00 (Faro Airport),True,2026-05-22 09:30 (Lisbon,2026-05-22 09:30 (Lisbon Airport),False
renticop_reservation_499898,In̻s Johnson,In̻s Johnson,True,Nissan Micra,Nissan Micra,True,2025-08-28 12:30 (Santa Cruz Downtown),2025-08-28 12:30 (Santa Cruz Downtown),True,2025-09-04 08:30 (,2025-09-04 08:30 (Faro Airport),False
renticop_reservation_301863,Joana Coelho,Joana Coelho,True,Toyota Yaris,Toyota Yaris,True,2025-12-12 09:00 (Gaia Station),2025-12-12 09:00 (Gaia Station),True,2025-12-21 10:00 (F,2025-12-21 10:00 (Funchal Airport),False
renticop_reservation_818699,Diana Garcia,Diana Garcia,True,Renault Clio,Renault Clio,True,2026-02-03 09:15 (Gaia Station),2026-02-03 09:15 (Gaia Station),True,2026-02-17 16:45 (Funchal,2026-02-17 16:45 (Funchal Airport),False
renticop_reservation_139726,Carlos Johnson,Carlos Johnson,True,Toyota Yaris,Toyota Yaris,True,2025-08-14 08:15 (Santa Cruz Downtown),2025-08-14 08:15 (Santa Cruz Downtown),True,2025-08-16 20:30 (Funchal,2025-08-16 20:30 (Funchal Airport),False
renticop_reservation_573039,Sara Marques,Sara Marques,True,Volkswagen Golf,Volkswagen Golf,True,2026-05-19 14:30 (Gaia Station),2026-05-19 14:30 (Gaia Station),True,2026-05-26 08:45 (Funchal,2026-05-26 08:45 (Funchal Airport),False
renticop_reservation_892682,Tiago Santos,Tiago Santos,True,Peugeot 208,Peugeot 208,True,2026-04-26 19:00 (Porto Airport),2026-04-26 19:00 (Porto Airport),True,2026-04-27 13:00 (Ga,2026-04-27 13:00 (Gaia Station),False
renticop_reservation_499941,Ana Fernandes,Ana Fernandes,True,Renault Clio,Renault Clio,True,2026-01-19 18:00 (Santa Cruz Downtown),2026-01-19 18:00 (Santa Cruz Downtown),True,2026-02-02 15:15 (Lis,2026-02-02 15:15 (Lisbon Airport),False
renticop_reservation_409307,Diana Costa,Diana Costa,True,Hyundai i20,Hyundai i20,True,2026-05-21 12:30 (Funchal Airport),2026-05-21 12:30 (Funchal Airport),True,2026-05-24 08:15 (Santa Cruz,2026-05-24 08:15 (Santa Cruz Downtown),False
renticop_reservation_320256,Maria Smith,Maria Smith,True,Peugeot 208,Peugeot 208,True,2025-12-24 14:15 (Lisbon Airport),2025-12-24 14:15 (Lisbon Airport),True,2025-12-28 10:15 (Santa,2025-12-28 10:15 (Santa Cruz Downtown),False
renticop_reservation_938504,Pedro Coelho,Pedro Coelho,True,Ford Fiesta,Ford Fiesta,True,2026-04-17 08:45 (Porto Airport),2026-04-17 08:45 (Porto Airport),True,2026-05-01 18:00 (Gaia Station,2026-05-01 18:00 (Gaia Station),False
renticop_reservation_708798,Emily Martins,Emily Martins,True,Ford Fiesta,Ford Fiesta,True,2026-03-07 13:15 (Funchal Airport),2026-03-07 13:15 (Funchal Airport),True,2026-03-13 18:15 (Porto Airport,2026-03-13 18:15 (Porto Airport),False
renticop_reservation_572536,Miguel Fernandes,Miguel Fernandes,True,Seat Ibiza,Seat Ibiza,True,2025-12-16 18:30 (Santa Cruz Downtown),2025-12-16 18:30 (Santa Cruz Downtown),True,2025-12-26 19:15 (Porto,2025-12-26 19:15 (Porto Airport),False
renticop_reservation_428429,Pedro Silva,Pedro Silva,True,Seat Ibiza,Seat Ibiza,True,2025-11-04 11:45 (Lisbon Airport),2025-11-04 11:45 (Lisbon Airport),True,2025-11-17 12:30 (Gaia,2025-11-17 12:30 (Gaia Station),False
renticop_reservation_476167,David Fernandes,David Fernandes,True,Toyota Yaris,Toyota Yaris,True,2025-12-04 16:00 (Porto Airport),2025-12-04 16:00 (Porto Airport),True,2025-12-12 10:00 (Lis,2025-12-12 10:00 (Lisbon Airport),False
renticop_reservation_180176,Joana Coelho,Joana Coelho,True,Volkswagen Golf,Volkswagen Golf,True,2025-08-08 16:00 (Santa Cruz Downtown),2025-08-08 16:00 (Santa Cruz Downtown),True,2025-08-09 17:45 (Lis,2025-08-09 17:45 (Lisbon Airport),False
renticop_reservation_595036,Laura Costa,Laura Costa,True,Peugeot 208,Peugeot 208,True,2026-05-31 10:30 (Santa Cruz Downtown),2026-05-31 10:30 (Santa Cruz Downtown),True,2026-06-13 14:15 (Gaia,2026-06-13 14:15 (Gaia Station),False
renticop_reservation_194952,Laura Costa,Laura Costa,True,Renault Clio,Renault Clio,True,2026-01-20 16:00 (Santa Cruz Downtown),2026-01-20 16:00 (Santa Cruz Downtown),True,2026-01-26 18:15 (Gaia Station,2026-01-26 18:15 (Gaia Station),False
renticop_reservation_266956,Pedro Fernandes,Pedro Fernandes,True,Toyota Yaris,Toyota Yaris,True,2025-09-30 17:15 (Porto Airport),2025-09-30 17:15 (Porto Airport),True,2025-10-10 19:45 (Funch,2025-10-10 19:45 (Funchal Airport),False
renticop_reservation_377198,Emily Santos,Emily Santos,True,Volkswagen Golf,Volkswagen Golf,True,2026-01-06 08:15 (Faro Airport),2026-01-06 08:15 (Faro Airport),True,2026-01-10 16:30 (Funchal Airport,2026-01-10 16:30 (Funchal Airport),False
renticop_reservation_837920,Miguel Santos,Miguel Santos,True,Hyundai i20,Hyundai i20,True,2026-03-24 12:30 (Faro Airport),2026-03-24 12:30 (Faro Airport),True,2026-04-04 17:15 (Gaia Station,2026-04-04 17:15 (Gaia Station),False
renticop_reservation_641760,In̻s Santos,In̻s Santos,True,Volkswagen Golf,Volkswagen Golf,True,2025-11-06 11:45 (Faro Airport),2025-11-06 11:45 (Faro Airport),True,2025-11-13 13:30 (Santa,2025-11-13 13:30 (Santa Cruz Downtown),False
direct_booking_273650,Pedro Fernandes,Pedro Fernandes,True,Ford Fiesta,Ford Fiesta,True,2025-10-26 16:30 at Lisbon Airport,2025-10-26 16:30 at Lisbon Airport,True,"2025-10-28 11:15 at Porto Airport
 diligently",2025-10-28 11:15 at Porto Airport,False
direct_booking_701344,John Oliveira,John Oliveira,True,Peugeot 208,Peugeot 208,True,2026-04-30 10:00 at Funchal Airport,2026-04-30 10:00 at Funchal Airport,True,2026-05-03 17:15 at Lisbon,2026-05-03 17:15 at Lisbon Airport,False
direct_booking_728471,Laura Marques,Laura Marques,True,Nissan Micra,Nissan Micra,True,2026-04-15 08:30 at Faro Airport,2026-04-15 08:30 at Faro Airport,True,2026-04-26 09:15 at Santa Cruz,2026-04-26 09:15 at Santa Cruz Downtown,False
direct_booking_172187,Tiago Pereira,Tiago Pereira,True,Hyundai i20,Hyundai i20,True,2025-10-26 14:15 at Lisbon Airport,2025-10-26 14:15 at Lisbon Airport,True,2025-11-02 09:00 at Santa Cruz,2025-11-02 09:00 at Santa Cruz Downtown,False
direct_booking_286040,Tiago Santos,Tiago Santos,True,Renault Clio,Renault Clio,True,2026-03-01 17:00 at Funchal Airport,2026-03-01 17:00 at Funchal Airport,True,2026-03-11 20:00 at Far,2026-03-11 20:00 at Faro Airport,False
direct_booking_943356,Emily Martins,Emily Martins,True,Peugeot 208,Peugeot 208,True,2025-12-09 13:00 at Gaia Station,2025-12-09 13:00 at Gaia Station,True,2025-12-16 10:45 at Santa Cruz,2025-12-16 10:45 at Santa Cruz Downtown,False
direct_booking_692099,Laura Marques,Laura Marques,True,Nissan Micra,Nissan Micra,True,2026-01-04 12:45 at Faro Airport,2026-01-04 12:45 at Faro Airport,True,2026-01-14 20:15 at Santa Cruz,2026-01-14 20:15 at Santa Cruz Downtown,False
direct_booking_607259,Laura Costa,Laura Costa,True,Ford Fiesta,Ford Fiesta,True,2025-11-07 17:30 at Gaia Station,2025-11-07 17:30 at Gaia Station,True,"2025-11-12 20:45 at Lisbon Airport
 diligently",2025-11-12 20:45 at Lisbon Airport,False
direct_booking_943442,In̻s Silva,In̻s Silva,True,Toyota Yaris,Toyota Yaris,True,2025-08-16 10:45 at Funchal Airport,2025-08-16 10:45 at Funchal Airport,True,2025-08-30 17:45,2025-08-30 17:45 at Porto Airport,False
direct_booking_265092,In̻s Silva,In̻s Silva,True,Toyota Yaris,Toyota Yaris,True,2025-08-14 20:45 at Faro Airport,2025-08-14 20:45 at Faro Airport,True,2025-08-19 13:45 at,2025-08-19 13:45 at Santa Cruz Downtown,False
direct_booking_473321,Emily Pereira,Emily Pereira,True,Volkswagen Golf,Volkswagen Golf,True,2025-09-18 09:00 at Santa Cruz Downtown,2025-09-18 09:00 at Santa Cruz Downtown,True,2025-10-01 09:45 at Funchal,2025-10-01 09:45 at Funchal Airport,False
direct_booking_601554,Diana Marques,Diana Marques,True,Nissan Micra,Nissan Micra,True,2026-04-03 16:30 at Faro Airport,2026-04-03 16:30 at Faro Airport,True,2026-04-04 14:15 at Funch,2026-04-04 14:15 at Funchal Airport,False
direct_booking_689444,Ana Smith,Ana Smith,True,Peugeot 208,Peugeot 208,True,2026-04-17 14:00 at Funchal Airport,2026-04-17 14:00 at Funchal Airport,True,2026-04-18 19:15 at Lisbon,2026-04-18 19:15 at Lisbon Airport,False
direct_booking_571706,In̻s Santos,In̻s Santos,True,Hyundai i20,Hyundai i20,True,2025-12-19 13:30 at Porto Airport,2025-12-19 13:30 at Porto Airport,True,2025-12-24 16:30 at F,2025-12-24 16:30 at Funchal Airport,False
direct_booking_734992,Rui Coelho,Rui Coelho,True,Nissan Micra,Nissan Micra,True,2025-10-10 17:15 at Porto Airport,2025-10-10 17:15 at Porto Airport,True,2025-10-20 20:30 at Gaia,2025-10-20 20:30 at Gaia Station,False
direct_booking_902156,Sara Costa,Sara Costa,True,Toyota Yaris,Toyota Yaris,True,2025-08-12 12:15 at Porto Airport,2025-08-12 12:15 at Porto Airport,True,"2025-08-14 09:45 at Lisbon Airport
 diligently",2025-08-14 09:45 at Lisbon Airport,False
direct_booking_424703,In̻s Costa,In̻s Costa,True,Seat Ibiza,Seat Ibiza,True,2025-12-25 16:15 at Faro Airport,2025-12-25 16:15 at Faro Airport,True,2026-01-02 20:00 at,2026-01-02 20:00 at Porto Airport,False
direct_booking_414164,David Fernandes,David Fernandes,True,Seat Ibiza,Seat Ibiza,True,2025-07-05 14:30 at Funchal Airport,2025-07-05 14:30 at Funchal Airport,True,2025-07-18 17:15 at Santa,2025-07-18 17:15 at Santa Cruz Downtown,False
direct_booking_558339,Joana Costa,Joana Costa,True,Hyundai i20,Hyundai i20,True,2026-01-19 10:45 at Porto Airport,2026-01-19 10:45 at Porto Airport,True,2026-01-23 14:15 at Funchal,2026-01-23 14:15 at Funchal Airport,False
direct_booking_767830,Ana Santos,Ana Santos,True,Volkswagen Golf,Volkswagen Golf,True,2026-02-19 15:30 at Lisbon Airport,2026-02-19 15:30 at Lisbon Airport,True,"2026-03-01 19:45 at Porto Airport
 diligently",2026-03-01 19:45 at Porto Airport,False
direct_booking_294969,Laura Silva,Laura Silva,True,Toyota Yaris,Toyota Yaris,True,2025-08-22 12:15 at Gaia Station,2025-08-22 12:15 at Gaia Station,True,2025-08-27 19:45 at Funchal,2025-08-27 19:45 at Funchal Airport,False
direct_booking_327738,John Fernandes,John Fernandes,True,Seat Ibiza,Seat Ibiza,True,2025-12-23 12:45 at Gaia Station,2025-12-23 12:45 at Gaia Station,True,2025-12-30 13:45 at Funch,2025-12-30 13:45 at Funchal Airport,False
direct_booking_158760,Diana Oliveira,Diana Oliveira,True,Hyundai i20,Hyundai i20,True,2025-11-14 14:00 at Lisbon Airport,2025-11-14 14:00 at Lisbon Airport,True,"2025-11-27 16:45 at Porto Airport
 diligently",2025-11-27 16:45 at Porto Airport,False
direct_booking_361055,Maria Martins,Maria Martins,True,Ford Fiesta,Ford Fiesta,True,2026-01-14 15:15 at Lisbon Airport,2026-01-14 15:15 at Lisbon Airport,True,"2026-01-27 19:00 at Faro Airport
 diligently",2026-01-27 19:00 at Faro Airport,False
direct_booking_308376,In̻s Smith,In̻s Smith,True,Seat Ibiza,Seat Ibiza,True,2026-01-01 18:15 at Gaia Station,2026-01-01 18:15 at Gaia Station,True,2026-01-02 09:15 at,2026-01-02 09:15 at Faro Airport,False
direct_booking_464552,Pedro Costa,Pedro Costa,True,Renault Clio,Renault Clio,True,2025-12-13 15:30 at Funchal Airport,2025-12-13 15:30 at Funchal Airport,True,2025-12-25 17:15 at Santa Cruz,2025-12-25 17:15 at Santa Cruz Downtown,False
direct_booking_667915,Rui Smith,Rui Smith,True,Seat Ibiza,Seat Ibiza,True,2026-01-04 08:45 at Funchal Airport,2026-01-04 08:45 at Funchal Airport,True,2026-01-12 19:15 at Santa,2026-01-12 19:15 at Santa Cruz Downtown,False
direct_booking_215830,In̻s Johnson,In̻s Johnson,True,Toyota Yaris,Toyota Yaris,True,2025-08-19 18:00 at Lisbon Airport,2025-08-19 18:00 at Lisbon Airport,True,2025-08-28 08:15 at F,2025-08-28 08:15 at Funchal Airport,False
direct_booking_136346,John Martins,John Martins,True,Toyota Yaris,Toyota Yaris,True,2025-11-23 08:15 at Porto Airport,2025-11-23 08:15 at Porto Airport,True,"2025-12-03 12:00 at Lisbon Airport
 diligently",2025-12-03 12:00 at Lisbon Airport,False
direct_booking_281301,Diana Fernandes,Diana Fernandes,True,Hyundai i20,Hyundai i20,True,2026-03-07 19:00 at Funchal Airport,2026-03-07 19:00 at Funchal Airport,True,2026-03-21 17:30 at Ga,2026-03-21 17:30 at Gaia Station,False
direct_booking_194458,Tiago Costa,Tiago Costa,True,Nissan Micra,Nissan Micra,True,2025-10-22 12:45 at Porto Airport,2025-10-22 12:45 at Porto Airport,True,2025-10-29 10:15 at Funchal,2025-10-29 10:15 at Funchal Airport,False
direct_booking_305625,In̻s Pereira,In̻s Pereira,True,Seat Ibiza,Seat Ibiza,True,2026-04-14 19:15 at Porto Airport,2026-04-14 19:15 at Porto Airport,True,2026-04-24 11:00 at,2026-04-24 11:00 at Faro Airport,False
direct_booking_217830,Carlos Santos,Carlos Santos,True,Ford Fiesta,Ford Fiesta,True,2025-07-28 17:15 at Porto Airport,2025-07-28 17:15 at Porto Airport,True,"2025-08-01 12:00 at Gaia Station
 diligently",2025-08-01 12:00 at Gaia Station,False
direct_booking_494900,In̻s Silva,In̻s Silva,True,Toyota Yaris,Toyota Yaris,True,2026-04-25 16:00 at Funchal Airport,2026-04-25 16:00 at Funchal Airport,True,2026-05-06 12:15,2026-05-06 12:15 at Porto Airport,False
direct_booking_505298,Rui Coelho,Rui Coelho,True,Renault Clio,Renault Clio,True,2025-10-27 16:00 at Santa Cruz Downtown,2025-10-27 16:00 at Santa Cruz Downtown,True,2025-11-03 13:45 at F,2025-11-03 13:45 at Funchal Airport,False
direct_booking_472640,In̻s Johnson,In̻s Johnson,True,Hyundai i20,Hyundai i20,True,2026-05-17 11:30 at Gaia Station,2026-05-17 11:30 at Gaia Station,True,2026-05-22 20:00 at,2026-05-22 20:00 at Porto Airport,False
direct_booking_681896,Rui Silva,Rui Silva,True,Hyundai i20,Hyundai i20,True,2025-11-21 10:30 at Funchal Airport,2025-11-21 10:30 at Funchal Airport,True,2025-11-25 14:15 at Ga,2025-11-25 14:15 at Gaia Station,False
direct_booking_755910,In̻s Pereira,In̻s Pereira,True,Seat Ibiza,Seat Ibiza,True,2026-06-17 14:15 at Faro Airport,2026-06-17 14:15 at Faro Airport,True,2026-06-21 17:15,2026-06-21 17:15 at Porto Airport,False
direct_booking_560623,Maria Oliveira,Maria Oliveira,True,Hyundai i20,Hyundai i20,True,2026-05-12 19:30 at Faro Airport,2026-05-12 19:30 at Faro Airport,True,2026-05-20 15:15 at Funchal,2026-05-20 15:15 at Funchal Airport,False
direct_booking_878533,Sara Pereira,Sara Pereira,True,Toyota Yaris,Toyota Yaris,True,2026-04-19 16:00 at Faro Airport,2026-04-19 16:00 at Faro Airport,True,2026-04-29 16:00 at Funch,2026-04-29 16:00 at Funchal Airport,False
